iteration,Month,TimeIndex,subproblem_type,lp_relaxation_objective_SEK,mip_objective_SEK,theta_master_SEK,lp_violation_SEK,lp_mip_recourse_gap_SEK,positive_type_arcs,mip_positive_rows,dual_status,dual_termination,mip_status,mip_termination
1,January,30,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1414009.9774986242,1414009.9774986242,0.0,8910,0,ok,optimal,ok,optimal
1,January,31,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1174827.3523533817,1174827.3523533817,0.0,9126,0,ok,optimal,ok,optimal
1,January,32,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1159968.3720504448,1159968.3720504448,0.0,9450,0,ok,optimal,ok,optimal
1,January,33,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1430398.1699794484,1430398.1699794484,0.0,9414,0,ok,optimal,ok,optimal
1,January,34,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1383093.9855730685,1383093.9855730685,0.0,9504,0,ok,optimal,ok,optimal
1,January,35,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1236731.8437976236,1236731.8437976236,0.0,9414,0,ok,optimal,ok,optimal
1,January,36,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1077107.6809075733,1077107.6809075733,0.0,9216,0,ok,optimal,ok,optimal
1,January,37,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,980001.6356264858,980001.6356264858,0.0,9090,0,ok,optimal,ok,optimal
1,January,38,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,832296.3103619135,832296.3103619135,0.0,8550,0,ok,optimal,ok,optimal
1,January,39,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,696727.7790929353,696727.7790929353,0.0,7974,0,ok,optimal,ok,optimal
1,January,40,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,544822.2807195664,544822.2807195664,0.0,7236,0,ok,optimal,ok,optimal
1,January,41,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,433358.2607849313,433358.2607849313,0.0,6516,0,ok,optimal,ok,optimal
1,January,42,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,323724.39612281637,323724.39612281637,0.0,5436,0,ok,optimal,ok,optimal
1,January,43,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,268009.53209634277,268009.53209634277,0.0,4644,0,ok,optimal,ok,optimal
1,January,44,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,250528.3180580101,250528.3180580101,0.0,4554,0,ok,optimal,ok,optimal
1,January,45,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,212517.44875546178,212517.44875546178,0.0,3780,0,ok,optimal,ok,optimal
1,January,46,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,198534.1912721657,198534.1912721657,0.0,3420,0,ok,optimal,ok,optimal
1,January,47,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,155521.59549148436,155521.59549148436,0.0,3114,0,ok,optimal,ok,optimal
1,January,48,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,113195.81272275439,113195.81272275439,0.0,2538,0,ok,optimal,ok,optimal
1,February,1,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,294184.39441134717,294184.39441134717,0.0,7308,0,ok,optimal,ok,optimal
1,February,2,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,599462.8668007024,599462.8668007024,0.0,8424,0,ok,optimal,ok,optimal
1,February,3,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,733692.3096066207,733692.3096066207,0.0,8442,0,ok,optimal,ok,optimal
1,February,4,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,669036.4497687559,669036.4497687559,0.0,8208,0,ok,optimal,ok,optimal
1,February,5,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,432723.5748136155,432723.5748136155,0.0,7290,0,ok,optimal,ok,optimal
1,February,6,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,234017.62611696107,234017.62611696107,0.0,4950,0,ok,optimal,ok,optimal
1,February,7,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,101140.45095248196,101140.45095248196,0.0,3186,0,ok,optimal,ok,optimal
1,February,8,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,26811.553579830557,26811.553579830557,0.0,1134,0,ok,optimal,ok,optimal
1,February,9,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,10072.312036252182,10072.312036252182,0.0,648,0,ok,optimal,ok,optimal
1,February,10,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,17848.94093906005,17848.94093906005,0.0,702,0,ok,optimal,ok,optimal
1,February,11,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,50877.94270045192,50877.94270045192,0.0,2538,0,ok,optimal,ok,optimal
1,February,12,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,113780.71038342839,113780.71038342839,0.0,4140,0,ok,optimal,ok,optimal
1,February,13,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,278956.915364984,278956.915364984,0.0,6606,0,ok,optimal,ok,optimal
1,February,14,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,522370.0667056017,522370.0667056017,0.0,8280,0,ok,optimal,ok,optimal
1,February,15,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,780097.6130920188,780097.6130920188,0.0,9324,0,ok,optimal,ok,optimal
1,February,16,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1307311.7778310052,1307311.7778310052,0.0,10278,0,ok,optimal,ok,optimal
1,February,17,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1295821.5909539296,1295821.5909539296,0.0,10442,0,ok,optimal,ok,optimal
1,February,18,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1173448.8969911546,1173448.8969911546,0.0,10574,0,ok,optimal,ok,optimal
1,February,19,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1172970.6401396843,1172970.6401396843,0.0,10404,0,ok,optimal,ok,optimal
1,February,20,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,994314.1801036993,994314.1801036993,0.0,10368,0,ok,optimal,ok,optimal
1,February,21,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,905742.8280909967,905742.8280909967,0.0,9756,0,ok,optimal,ok,optimal
1,February,22,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,825888.4246760769,825888.4246760769,0.0,10206,0,ok,optimal,ok,optimal
1,February,23,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,896742.219228493,896742.219228493,0.0,9900,0,ok,optimal,ok,optimal
1,February,24,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,904288.46446661,904288.46446661,0.0,10026,0,ok,optimal,ok,optimal
1,February,25,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,942907.1132972802,942907.1132972802,0.0,10188,0,ok,optimal,ok,optimal
1,February,26,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,975320.2280271483,975320.2280271483,0.0,10350,0,ok,optimal,ok,optimal
1,February,27,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1083102.514406544,1083102.514406544,0.0,9738,0,ok,optimal,ok,optimal
1,February,28,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1119488.6996927666,1119488.6996927666,0.0,9396,0,ok,optimal,ok,optimal
1,February,29,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,962098.1843793556,962098.1843793556,0.0,9378,0,ok,optimal,ok,optimal
1,February,30,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,959699.4514082314,959699.4514082314,0.0,8910,0,ok,optimal,ok,optimal
1,February,31,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,767683.2372982604,767683.2372982604,0.0,9126,0,ok,optimal,ok,optimal
1,February,32,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,757973.7339579957,757973.7339579957,0.0,9450,0,ok,optimal,ok,optimal
1,February,33,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1021433.041039413,1021433.041039413,0.0,9414,0,ok,optimal,ok,optimal
1,February,34,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,987653.5956051447,987653.5956051447,0.0,9504,0,ok,optimal,ok,optimal
1,February,35,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,892644.580280495,892644.580280495,0.0,9414,0,ok,optimal,ok,optimal
1,February,36,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,777431.5334100606,777431.5334100606,0.0,9216,0,ok,optimal,ok,optimal
1,February,37,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,708711.8013760142,708711.8013760142,0.0,9090,0,ok,optimal,ok,optimal
1,February,38,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,601895.1356322209,601895.1356322209,0.0,8550,0,ok,optimal,ok,optimal
1,February,39,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,507836.06373161916,507836.06373161916,0.0,7974,0,ok,optimal,ok,optimal
1,February,40,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,397114.06775558164,397114.06775558164,0.0,7236,0,ok,optimal,ok,optimal
1,February,41,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,334728.57974715356,334728.57974715356,0.0,6516,0,ok,optimal,ok,optimal
1,February,42,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,250046.70996100493,250046.70996100493,0.0,5436,0,ok,optimal,ok,optimal
1,February,43,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,215584.0648611804,215584.0648611804,0.0,4644,0,ok,optimal,ok,optimal
1,February,44,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,201522.35910163543,201522.35910163543,0.0,4554,0,ok,optimal,ok,optimal
1,February,45,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,178995.03338047536,178995.03338047536,0.0,3780,0,ok,optimal,ok,optimal
1,February,46,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,167217.48920870046,167217.48920870046,0.0,3420,0,ok,optimal,ok,optimal
1,February,47,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,134449.58815338992,134449.58815338992,0.0,3114,0,ok,optimal,ok,optimal
1,February,48,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,97858.63084265949,97858.63084265949,0.0,2538,0,ok,optimal,ok,optimal
1,March,1,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,336766.24112906354,336766.24112906354,0.0,7308,0,ok,optimal,ok,optimal
1,March,2,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,686232.3773253767,686232.3773253767,0.0,8424,0,ok,optimal,ok,optimal
1,March,3,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,839673.9515041306,839673.9515041306,0.0,8442,0,ok,optimal,ok,optimal
1,March,4,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,765678.5714148048,765678.5714148048,0.0,8208,0,ok,optimal,ok,optimal
1,March,5,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,492085.6975143328,492085.6975143328,0.0,7290,0,ok,optimal,ok,optimal
1,March,6,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,266272.5717589014,266272.5717589014,0.0,4950,0,ok,optimal,ok,optimal
1,March,7,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,115340.00879718017,115340.00879718017,0.0,3186,0,ok,optimal,ok,optimal
1,March,8,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,30790.865355930127,30790.865355930127,0.0,1134,0,ok,optimal,ok,optimal
1,March,9,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,11888.054259267594,11888.054259267594,0.0,648,0,ok,optimal,ok,optimal
1,March,10,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,20696.82641535599,20696.82641535599,0.0,702,0,ok,optimal,ok,optimal
1,March,11,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,58184.17817882581,58184.17817882581,0.0,2538,0,ok,optimal,ok,optimal
1,March,12,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,131238.26953106085,131238.26953106085,0.0,4140,0,ok,optimal,ok,optimal
1,March,13,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,305240.6225383576,305240.6225383576,0.0,6606,0,ok,optimal,ok,optimal
1,March,14,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,571588.4983457054,571588.4983457054,0.0,8280,0,ok,optimal,ok,optimal
1,March,15,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,801125.4645382838,801125.4645382838,0.0,9324,0,ok,optimal,ok,optimal
1,March,16,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1342550.9035465973,1342550.9035465973,0.0,10278,0,ok,optimal,ok,optimal
1,March,17,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1627854.5446406794,1627854.5446406794,0.0,10692,0,ok,optimal,ok,optimal
1,March,18,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1484883.679426526,1484883.679426526,0.0,10854,0,ok,optimal,ok,optimal
1,March,19,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1487998.106103379,1487998.106103379,0.0,10404,0,ok,optimal,ok,optimal
1,March,20,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1261359.4630892437,1261359.4630892437,0.0,10368,0,ok,optimal,ok,optimal
1,March,21,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1089959.64204693,1089959.64204693,0.0,9756,0,ok,optimal,ok,optimal
1,March,22,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,993863.847233468,993863.847233468,0.0,10206,0,ok,optimal,ok,optimal
1,March,23,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1162068.1976735506,1162068.1976735506,0.0,9900,0,ok,optimal,ok,optimal
1,March,24,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1171847.2082019115,1171847.2082019115,0.0,10026,0,ok,optimal,ok,optimal
1,March,25,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1239731.0813732785,1239731.0813732785,0.0,10188,0,ok,optimal,ok,optimal
1,March,26,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1282347.7349206428,1282347.7349206428,0.0,10350,0,ok,optimal,ok,optimal
1,March,27,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1429962.1128799156,1429962.1128799156,0.0,9738,0,ok,optimal,ok,optimal
1,March,28,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1478000.8402390112,1478000.8402390112,0.0,9396,0,ok,optimal,ok,optimal
1,March,29,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1239513.547055326,1239513.547055326,0.0,9378,0,ok,optimal,ok,optimal
1,March,30,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1236423.1535157156,1236423.1535157156,0.0,8910,0,ok,optimal,ok,optimal
1,March,31,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,923135.5291800892,923135.5291800892,0.0,9126,0,ok,optimal,ok,optimal
1,March,32,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,911459.8964860165,911459.8964860165,0.0,9450,0,ok,optimal,ok,optimal
1,March,33,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1172339.7161017144,1172339.7161017144,0.0,9414,0,ok,optimal,ok,optimal
1,March,34,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1133569.690187744,1133569.690187744,0.0,9504,0,ok,optimal,ok,optimal
1,March,35,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1000848.016842946,1000848.016842946,0.0,9414,0,ok,optimal,ok,optimal
1,March,36,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,871669.2238249301,871669.2238249301,0.0,9216,0,ok,optimal,ok,optimal
1,March,37,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,779095.1736610373,779095.1736610373,0.0,9090,0,ok,optimal,ok,optimal
1,March,38,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,661670.3634829432,661670.3634829432,0.0,8550,0,ok,optimal,ok,optimal
1,March,39,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,554473.5208762796,554473.5208762796,0.0,7974,0,ok,optimal,ok,optimal
1,March,40,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,433583.2979642506,433583.2979642506,0.0,7236,0,ok,optimal,ok,optimal
1,March,41,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,338302.79659034987,338302.79659034987,0.0,6516,0,ok,optimal,ok,optimal
1,March,42,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,252716.69757605577,252716.69757605577,0.0,5436,0,ok,optimal,ok,optimal
1,March,43,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,213549.3954472173,213549.3954472173,0.0,4644,0,ok,optimal,ok,optimal
1,March,44,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,199620.40321933117,199620.40321933117,0.0,4554,0,ok,optimal,ok,optimal
1,March,45,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,185914.6736219775,185914.6736219775,0.0,3780,0,ok,optimal,ok,optimal
1,March,46,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,173681.82984183944,173681.82984183944,0.0,3420,0,ok,optimal,ok,optimal
1,March,47,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,139821.35604599505,139821.35604599505,0.0,3114,0,ok,optimal,ok,optimal
1,March,48,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,101768.4520507034,101768.4520507034,0.0,2538,0,ok,optimal,ok,optimal
1,April,1,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,353333.9290131686,353333.9290131686,0.0,7308,0,ok,optimal,ok,optimal
1,April,2,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,719992.5422557358,719992.5422557358,0.0,8424,0,ok,optimal,ok,optimal
1,April,3,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,874409.1865272179,874409.1865272179,0.0,8442,0,ok,optimal,ok,optimal
1,April,4,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,797352.8005398037,797352.8005398037,0.0,8208,0,ok,optimal,ok,optimal
1,April,5,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,511875.0285689332,511875.0285689332,0.0,7290,0,ok,optimal,ok,optimal
1,April,6,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,277386.27940720203,277386.27940720203,0.0,4950,0,ok,optimal,ok,optimal
1,April,7,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,119763.3763524696,119763.3763524696,0.0,3186,0,ok,optimal,ok,optimal
1,April,8,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,32477.45609804294,32477.45609804294,0.0,1134,0,ok,optimal,ok,optimal
1,April,9,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,12443.234338970187,12443.234338970187,0.0,648,0,ok,optimal,ok,optimal
1,April,10,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,21221.369026417044,21221.369026417044,0.0,702,0,ok,optimal,ok,optimal
1,April,11,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,59168.25663261896,59168.25663261896,0.0,2538,0,ok,optimal,ok,optimal
1,April,12,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,135127.65414124663,135127.65414124663,0.0,4140,0,ok,optimal,ok,optimal
1,April,13,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,362916.2145204669,362916.2145204669,0.0,6606,0,ok,optimal,ok,optimal
1,April,14,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,679590.849861388,679590.849861388,0.0,8280,0,ok,optimal,ok,optimal
1,April,15,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1021884.6478419806,1021884.6478419806,0.0,9324,0,ok,optimal,ok,optimal
1,April,16,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1712505.9906457216,1712505.9906457216,0.0,10278,0,ok,optimal,ok,optimal
1,April,17,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,2117062.9693516335,2117062.9693516335,0.0,10692,0,ok,optimal,ok,optimal
1,April,18,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1957710.9990236992,1957710.9990236992,0.0,10854,0,ok,optimal,ok,optimal
1,April,19,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1726901.783186752,1726901.783186752,0.0,10404,0,ok,optimal,ok,optimal
1,April,20,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1463875.4559657788,1463875.4559657788,0.0,10368,0,ok,optimal,ok,optimal
1,April,21,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1251885.3367653212,1251885.3367653212,0.0,9756,0,ok,optimal,ok,optimal
1,April,22,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1141513.4369160219,1141513.4369160219,0.0,10206,0,ok,optimal,ok,optimal
1,April,23,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1180475.751556401,1180475.751556401,0.0,9900,0,ok,optimal,ok,optimal
1,April,24,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1190409.6649240118,1190409.6649240118,0.0,10026,0,ok,optimal,ok,optimal
1,April,25,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1239211.2788619108,1239211.2788619108,0.0,10188,0,ok,optimal,ok,optimal
1,April,26,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1281810.0638215847,1281810.0638215847,0.0,10350,0,ok,optimal,ok,optimal
1,April,27,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1422536.9178624921,1422536.9178624921,0.0,9738,0,ok,optimal,ok,optimal
1,April,28,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1470326.2002077533,1470326.2002077533,0.0,9396,0,ok,optimal,ok,optimal
1,April,29,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1263262.6158828635,1263262.6158828635,0.0,9378,0,ok,optimal,ok,optimal
1,April,30,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1260113.0104297965,1260113.0104297965,0.0,8910,0,ok,optimal,ok,optimal
1,April,31,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1064478.978268489,1064478.978268489,0.0,9126,0,ok,optimal,ok,optimal
1,April,32,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1051015.6620294712,1051015.6620294712,0.0,9450,0,ok,optimal,ok,optimal
1,April,33,redirection_mip_reconstruction_with_lp_dual_bound,0.0,0.0,1337613.5017623387,1337613.5017623387,0.0,9414,0,ok,optimal,ok,optimal
